اسم القاعه,المحافظه,المدينه,الهاتف,فيسبوك,انستجرام,الصور,,photo,اللوكيشن
قاعة جاردينا للمناسبات,الجيزه,الوراق,011 44459091,https://www.facebook.com/gardeniahallpage/,,C:\Users\al arab\Desktop\Wedding halls\محافظة الجيزه\حي الوراق\قاعة جاردينا للمناسبات,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الجيزه\حي%20الوراق\قاعة%20افراح%20See%20nile,\محافظة%20الجيزه\حي%20الوراق\قاعة%20افراح%20See%20nile,https://www.google.com/maps?sca_esv=945b0f90c133864c&lqi=Cj3Zgtin2LnYp9iqINin2YHYsdin2K0g2KfZhNmI2LHYp9mCICDZhdit2KfZgdi42Kkg2KfZhNis2YrYstmHSJbW2vLRrYCACFpKEAAQARgAGAIYAxgEIjzZgtin2LnYp9iqINin2YHYsdin2K0g2KfZhNmI2LHYp9mCINmF2K3Yp9mB2LjYqSDYp9mE2KzZitiy2YeSAQ1mZXN0aXZhbF9oYWxsqgGAARABKhkiFdmC2KfYudin2Kog2KfZgdix2KfYrSg2Mh8QASIblmjEnE-Bd8T2bQoUGY6zTAScKIoVhG_5Kv9UMkAQAiI82YLYp9i52KfYqiDYp9mB2LHYp9itINin2YTZiNix2KfZgiDZhdit2KfZgdi42Kkg2KfZhNis2YrYstmH&phdesc=YOTdw7KMH6Q&vet=12ahUKEwjPsIyPl6SJAxX7U6QEHUWSETAQ8UF6BAgEEFM..i&lei=q8AYZ4-vB_unkdUPxaTGgAM&cs=1&um=1&ie=UTF-8&fb=1&gl=eg&sa=X&geocode=KUF_nFHiQVgUMXwtOidD_Zi7&daddr=4649%2B9XM%D8%8C+%D8%A7%D9%84%D9%83%D9%88%D8%B1%D9%86%D9%8A%D8%B4%D8%8C+%D9%88%D8%B1%D8%A7%D9%82+%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D8%8C+%D9%82%D8%B3%D9%85+%D8%A7%D9%84%D9%88%D8%B1%D8%A7%D9%82%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%AC%D9%8A%D8%B2%D8%A9+3864101
قاعة افراح See nile,الجيزه,الوراق,"1,004,728,916",https://www.facebook.com/Seenileforpartues/,,C:\Users\al arab\Desktop\Wedding halls\محافظة الجيزه\حي الوراق\قاعة افراح See nile,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الجيزه\حي%20الوراق\قاعة%20الماسة,\محافظة%20الجيزه\حي%20الوراق\قاعة%20الماسة,"https://www.google.com/maps/dir//4649%2BMJP%D8%8C+%D9%83%D9%88%D8%B1%D9%86%D9%8A%D8%B4+%D8%A7%D9%84%D9%86%D9%8A%D9%84%D8%8C+%D9%88%D8%B1%D8%A7%D9%82+%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D8%8C%D8%8C+%D9%82%D8%B3%D9%85+%D8%A7%D9%84%D9%88%D8%B1%D8%A7%D9%82%E2%80%AD/@30.1066877,31.2891276,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x145841eb3ab134fd:0x64e4cb90182bf56!2m2!1d31.2190874!2d30.1067063?entry=ttu&g_ep=EgoyMDI0MTAyMC4xIKXMDSoASAFQAw%3D%3D"
قاعة الماسة,الجيزه,الوراق,"1,120,373,838",https://www.facebook.com/p/%D9%82%D8%A7%D8%B9%D9%87-%D8%A7%D9%84%D9%85%D8%A7%D8%B3%D9%87-%D9%84%D9%84%D8%AD%D9%81%D9%84%D8%A7%D8%AA-100064905908059/?locale=ar_AR,https://www.instagram.com/explore/locations/1803256919757622/,C:\Users\al arab\Desktop\Wedding halls\محافظة الجيزه\حي الوراق\قاعة الماسة,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الجيزه\حي%20الوراق\قاعه%20قصر%20النيل,\محافظة%20الجيزه\حي%20الوراق\قاعه%20قصر%20النيل,"https://www.google.com/maps/dir//4656%2BWMC%D8%8C+%D8%B7%D8%B1%D9%8A%D9%82+%D8%A7%D9%85%D8%A8%D8%A7%D8%A8%D8%A9+%D8%A7%D9%84%D9%82%D9%86%D8%A7%D8%B7%D8%B1+%D8%A7%D9%84%D8%B2%D8%B1%D8%A7%D8%B9%D9%8A%D8%8C+%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9+%D9%85%D8%AD%D9%85%D8%AF%D8%8C+%D9%82%D8%B3%D9%85+%D8%A7%D9%84%D9%88%D8%B1%D8%A7%D9%82%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%AC%D9%8A%D8%B2%D8%A9+3864251%E2%80%AD/@30.1097851,31.2816941,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x145841f7a20fc48b:0x290a146f13567a41!2m2!1d31.211624!2d30.1097839?entry=ttu&g_ep=EgoyMDI0MTAyMC4xIKXMDSoASAFQAw%3D%3D"
قاعه قصر النيل,الجيزه,الوراق,"1,004,728,916",https://www.facebook.com/eqasralnil/,,C:\Users\al arab\Desktop\Wedding halls\محافظة الجيزه\حي الوراق\قاعه قصر النيل,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الجيزه\حي%20الوراق\قاعة%20كنوز%20-%20kunuz%20hall,\محافظة%20الجيزه\حي%20الوراق\قاعة%20كنوز%20-%20kunuz%20hall,"https://www.google.com/maps/dir//4649%2BMM6%D8%8C+%D9%83%D9%88%D8%B1%D9%86%D9%8A%D8%B4+%D8%A7%D9%84%D9%86%D9%8A%D9%84%D8%8C+%D9%88%D8%B1%D8%A7%D9%82+%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D8%8C+%D9%82%D8%B3%D9%85+%D8%A7%D9%84%D9%88%D8%B1%D8%A7%D9%82%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%AC%D9%8A%D8%B2%D8%A9+3864101%E2%80%AD/@30.1066509,31.2891846,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x1458411234316f8b:0xa71d9d61f84021ea!2m2!1d31.2191444!2d30.1066695?entry=ttu&g_ep=EgoyMDI0MTAyMC4xIKXMDSoASAFQAw%3D%3D"
قاعة كنوز - kunuz hall,الجيزه,الوراق,011 00074666,https://www.facebook.com/konozhallelwarak/?locale=ar_AR,,C:\Users\al arab\Desktop\Wedding halls\محافظة الجيزه\حي الوراق\قاعة كنوز - kunuz hall,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الجيزه\حي%20الوراق\القاعه%20الملكيه%20للحفلات,\محافظة%20الجيزه\حي%20الوراق\القاعه%20الملكيه%20للحفلات,"https://www.google.com/maps/dir//46C2%2BXCR%D8%8C+%D8%A7%D9%84%D9%85%D8%B3%D8%A8%D9%83+%D8%A7%D9%84%D8%A8%D8%AD%D8%B1%D9%8A%D8%8C+%D9%88%D8%B1%D8%A7%D9%82+%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D8%8C+%D9%82%D8%B3%D9%85+%D8%A7%D9%84%D9%88%D8%B1%D8%A7%D9%82%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%AC%D9%8A%D8%B2%D8%A9+3834022%E2%80%AD/@30.1224626,31.2710538,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x14584108a3fd79f3:0xeb3368db66c7e082!2m2!1d31.2009871!2d30.1224401?entry=ttu&g_ep=EgoyMDI0MTAyMC4xIKXMDSoASAFQAw%3D%3D"
"القاعه الملكيه للحفلات
",الجيزه,الوراق,011 11636011,https://www.facebook.com/p/%D8%A7%D9%84%D9%82%D8%A7%D8%B9%D8%A9-%D8%A7%D9%84%D9%85%D9%84%D9%83%D9%8A%D8%A9-%D8%A8%D8%A7%D9%84%D9%88%D8%B1%D8%A7%D9%82-100063734032756/,,C:\Users\al arab\Desktop\Wedding halls\محافظة الجيزه\حي الوراق\القاعه الملكيه للحفلات,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الجيزه\حي%20الوراق\قاعه%20مارسيليا%20الوراق,\محافظة%20الجيزه\حي%20الوراق\قاعه%20مارسيليا%20الوراق,"https://www.google.com/maps/dir//%D8%B7%D9%86%D8%A7%D8%B4+%D9%88+%D9%86%D8%B2%D9%84%D9%87+%D8%A7%D9%84%D8%B2%D9%85%D8%B1%D8%8C+%D8%B7%D9%86%D8%A7%D8%B4+%D9%88%D9%86%D8%B2%D9%84%D8%A9+%D8%A7%D9%84%D8%B2%D9%85%D8%B1%D8%8C+%D8%A7%D9%84%D9%88%D8%B1%D8%A7%D9%82%D8%8C%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%AC%D9%8A%D8%B2%D8%A9%E2%80%AD/@30.1299859,31.2558872,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x14586b757ab4fcd5:0x30ac27683aa1a36e!2m2!1d31.185847!2d30.1300045?entry=ttu&g_ep=EgoyMDI0MTAyMC4xIKXMDSoASAFQAw%3D%3D"
قاعه مارسيليا الوراق,الجيزه,الوراق, 011 54975849,https://www.facebook.com/p/%D9%82%D8%A7%D8%B9%D8%A9-%D9%85%D8%A7%D8%B1%D8%B3%D9%8A%D9%84%D9%8A%D8%A7-%D9%84%D9%84%D8%AD%D9%81%D9%84%D8%A7%D8%AA-Marselia-concert-Hall-100075444656919/?locale=ar_AR,,C:\Users\al arab\Desktop\Wedding halls\محافظة الجيزه\حي الوراق\قاعه مارسيليا الوراق,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الجيزه\حي%20الوراق\السفير%20نايل%20لوكيشن,\محافظة%20الجيزه\حي%20الوراق\السفير%20نايل%20لوكيشن,https://www.google.com/maps?sca_esv=945b0f90c133864c&lqi=Cj3Zgtin2LnYp9iqINin2YHYsdin2K0g2KfZhNmI2LHYp9mCICDZhdit2KfZgdi42Kkg2KfZhNis2YrYstmHSOHUp8fgsYCACFpMEAAQARgAGAEYAhgDGAQiPNmC2KfYudin2Kog2KfZgdix2KfYrSDYp9mE2YjYsdin2YIg2YXYrdin2YHYuNipINin2YTYrNmK2LLZh5IBDXdlZGRpbmdfdmVudWWqAYABEAEqGSIV2YLYp9i52KfYqiDYp9mB2LHYp9itKDYyHxABIhuWaMScT4F3xPZtChQZjrNMBJwoihWEb_kq_1QyQBACIjzZgtin2LnYp9iqINin2YHYsdin2K0g2KfZhNmI2LHYp9mCINmF2K3Yp9mB2LjYqSDYp9mE2KzZitiy2Yc&phdesc=ra2HJqp_CUE&vet=12ahUKEwjZ1d3Io6SJAxXCTKQEHYM1EuUQ8UF6BAgFEFM..i&lei=uc0YZ5mVDcKZkdUPg-vIqA4&cs=1&um=1&ie=UTF-8&fb=1&gl=eg&sa=X&geocode=Ka3e3wS8QVgUMdvnYCKDqEJL&daddr=4668%2B4HP%D8%8C+%D8%A7%D9%84%D9%83%D9%88%D8%B1%D9%86%D9%8A%D8%B4%D8%8C+%D9%88%D8%B1%D8%A7%D9%82+%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D8%8C+%D9%82%D8%B3%D9%85+%D8%A7%D9%84%D9%88%D8%B1%D8%A7%D9%82%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%AC%D9%8A%D8%B2%D8%A9+3864235
السفير نايل لوكيشن,الجيزه,الوراق,010 09000067,https://www.facebook.com/ElsaferNile/,https://www.instagram.com/elsafernile/,C:\Users\al arab\Desktop\Wedding halls\محافظة الجيزه\حي الوراق\السفير نايل لوكيشن,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الجيزه\حي%20الوراق\Villa%20Saudi%20%20فيلا%20سعودي,\محافظة%20الجيزه\حي%20الوراق\Villa%20Saudi%20%20فيلا%20سعودي,"https://www.google.com/maps?sca_esv=945b0f90c133864c&lqi=Cj3Zgtin2LnYp9iqINin2YHYsdin2K0g2KfZhNmI2LHYp9mCICDZhdit2KfZgdi42Kkg2KfZhNis2YrYstmHSLuM2o30tICACFpMEAAQARgAGAEYAhgDGAQiPNmC2KfYudin2Kog2KfZgdix2KfYrSDYp9mE2YjYsdin2YIg2YXYrdin2YHYuNipINin2YTYrNmK2LLZh5IBDGJhbnF1ZXRfaGFsbKoBgAEQASoZIhXZgtin2LnYp9iqINin2YHYsdin2K0oNjIfEAEiG5ZoxJxPgXfE9m0KFBmOs0wEnCiKFYRv-Sr_VDJAEAIiPNmC2KfYudin2Kog2KfZgdix2KfYrSDYp9mE2YjYsdin2YIg2YXYrdin2YHYuNipINin2YTYrNmK2LLZhw&phdesc=qgxIC_GFW4s&vet=12ahUKEwjZ1d3Io6SJAxXCTKQEHYM1EuUQ8UF6BAgFEFM..i&lei=uc0YZ5mVDcKZkdUPg-vIqA4&cs=1&um=1&ie=UTF-8&fb=1&gl=eg&sa=X&geocode=Kcmdv5-EQVgUMYROq4TBYTWx&daddr=%D8%B4%D8%A7%D8%B1%D8%B9+%D8%A7%D9%84%D8%B3%D9%81%D9%8A%D8%B1+%D8%A7%D9%84%D9%84%D9%8A%D8%A8%D9%8A,+%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9+%D9%85%D8%AD%D9%85%D8%AF%D8%8C+%D9%82%D8%B3%D9%85+%D8%A7%D9%84%D9%88%D8%B1%D8%A7%D9%82%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%AC%D9%8A%D8%B2%D8%A9+3871150"
Villa Saudi | فيلا سعودي,الجيزه,الوراق,010 03828802,https://www.facebook.com/VillaSaudiEG/,https://www.instagram.com/villasaudi/?hl=ar,C:\Users\al arab\Desktop\Wedding halls\محافظة الجيزه\حي الوراق\Villa Saudi  فيلا سعودي,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الجيزه\حي%20الوراق\Villa%20Saudi%20%20فيلا%20سعودي,\محافظة%20الجيزه\حي%20الوراق\Villa%20Saudi%20%20فيلا%20سعودي,"https://www.google.com/maps?sca_esv=945b0f90c133864c&lqi=Cj3Zgtin2LnYp9iqINin2YHYsdin2K0g2KfZhNmI2LHYp9mCICDZhdit2KfZgdi42Kkg2KfZhNis2YrYstmHSMnv3_qvsoCACFpMEAAQARgAGAEYAhgDGAQiPNmC2KfYudin2Kog2KfZgdix2KfYrSDYp9mE2YjYsdin2YIg2YXYrdin2YHYuNipINin2YTYrNmK2LLZh5IBDXdlZGRpbmdfdmVudWWqAYABEAEqGSIV2YLYp9i52KfYqiDYp9mB2LHYp9itKDYyHxABIhuWaMScT4F3xPZtChQZjrNMBJwoihWEb_kq_1QyQBACIjzZgtin2LnYp9iqINin2YHYsdin2K0g2KfZhNmI2LHYp9mCINmF2K3Yp9mB2LjYqSDYp9mE2KzZitiy2Yc&phdesc=-Ug5yFmCG7k&vet=12ahUKEwjZ1d3Io6SJAxXCTKQEHYM1EuUQ8UF6BAgFEFM..i&lei=uc0YZ5mVDcKZkdUPg-vIqA4&cs=1&um=1&ie=UTF-8&fb=1&gl=eg&sa=X&geocode=KZ8Ivhdba1gUMTuEqs1zaiz2&daddr=%D8%A8%D8%B9%D8%AF+%D8%A8%D9%86%D8%B2%D9%8A%D9%86%D9%87+%D8%B7%D8%A7%D9%82%D9%87,+%D9%A5%D9%A0%D9%A0+%D9%85%D8%AA%D8%B1+%D9%85%D9%86,+%D8%A7%D9%84%D8%B7%D8%B1%D9%8A%D9%82+%D8%A7%D9%84%D8%AF%D8%A7%D8%A6%D8%B1%D9%8A%D8%8C+%D9%82%D8%B3%D9%85+%D8%A7%D9%84%D9%88%D8%B1%D8%A7%D9%82%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%AC%D9%8A%D8%B2%D8%A9"
قاعة زمرده للحفلات,الجيزه,امبابه,011 49719140,https://www.facebook.com/zumordahall/?locale=ar_AR,https://www.instagram.com/explore/locations/2210913585829585/,C:\Users\al arab\Desktop\Wedding halls\محافظة الجيزه\حي امبابه\قاعة زمرده للحفلات,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الجيزه\حي%20امبابه\قاعه%20القصر%20للحفلات%20النادي%20النموذجي%20امبابه,\محافظة%20الجيزه\حي%20امبابه\قاعه%20القصر%20للحفلات%20النادي%20النموذجي%20امبابه,"https://www.google.com/maps/dir//%D8%A3%D9%85%D8%A7%D9%85+%D9%85%D8%B9%D9%87%D8%AF+%D8%A7%D9%84%D8%B3%D9%85%D8%B9+%D9%88%D8%A7%D9%84%D9%83%D9%84%D8%A7%D9%85+%D8%A8%D8%A7%D9%85%D8%A8%D8%A7%D8%A8%D9%87%D8%8C+%D9%83%D9%88%D8%B1%D9%86%D9%8A%D8%B4+%D8%A7%D9%84%D9%86%D9%8A%D9%84%D8%8C+%D9%85%D8%AF%D9%8A%D9%86%D8%A9+%D8%A7%D9%84%D8%AA%D8%AD%D8%B1%D9%8A%D8%B1%D8%8C+%D8%A5%D9%85%D8%A8%D8%A7%D8%A8%D8%A9%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%AC%D9%8A%D8%B2%D8%A9+3854901%E2%80%AD/@30.0799791,31.29484,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x145841738a60058d:0x31cefb7ba73f3d4f!2m2!1d31.2247998!2d30.0799977?entry=ttu&g_ep=EgoyMDI0MTAyMC4xIKXMDSoASAFQAw%3D%3D"
"قاعه القصر للحفلات النادي النموذجي امبابه
",الجيزه,امبابه, 011 11569699,https://www.facebook.com/p/%D9%82%D8%A7%D8%B9%D9%87-%D8%A7%D9%84%D9%82%D8%B5%D8%B1-%D9%84%D9%84%D8%AD%D9%81%D9%84%D8%A7%D8%AA-100092383522497/?locale=ar_AR,,C:\Users\al arab\Desktop\Wedding halls\محافظة الجيزه\حي امبابه\قاعه القصر للحفلات النادي النموذجي امبابه,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الجيزه\حي%20امبابه\قاعة%20أفراح%20المطابع%20الأميرية,\محافظة%20الجيزه\حي%20امبابه\قاعة%20أفراح%20المطابع%20الأميرية,https://www.google.com/maps?sca_esv=945b0f90c133864c&lqi=CjzZgtin2LnYp9iqINin2YHYsdin2K0g2KfZhdio2KfYqNmHINmF2K3Yp9mB2LjYqSDYp9mE2KzZitiy2YdI8Knt6sa6gIAIWkwQABABGAAYARgCGAMYBCI82YLYp9i52KfYqiDYp9mB2LHYp9itINin2YXYqNin2KjZhyDZhdit2KfZgdi42Kkg2KfZhNis2YrYstmHkgEMYmFucXVldF9oYWxsqgGAARABKhkiFdmC2KfYudin2Kog2KfZgdix2KfYrSg2Mh8QASIbxPvDDtV_QtN6er66GcDV-Ng-YIi5Eoc35RzHMkAQAiI82YLYp9i52KfYqiDYp9mB2LHYp9itINin2YXYqNin2KjZhyDZhdit2KfZgdi42Kkg2KfZhNis2YrYstmH&phdesc=4-vNdaEBsTg&vet=12ahUKEwiIz7ujq6SJAxV7VKQEHY1RCJgQ8UF6BAgFEFM..i&lei=ztUYZ4iwIfuokdUPjaOhwAk&cs=1&um=1&ie=UTF-8&fb=1&gl=eg&sa=X&geocode=KXNTFcpNQVgUMSokMYmRjGUf&daddr=36G8%2BV9P%D8%8C+%D8%AA%D8%A7%D8%AC+%D8%A7%D9%84%D8%AF%D9%88%D9%84%D8%8C+%D8%A5%D9%85%D8%A8%D8%A7%D8%A8%D8%A9%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%AC%D9%8A%D8%B2%D8%A9+3844404
قاعة أفراح المطابع الأميرية,الجيزه,امبابه,012 12348886,https://www.facebook.com/qsrelmataba/?locale=ar_AR,,C:\Users\al arab\Desktop\Wedding halls\محافظة الجيزه\حي امبابه\قاعة أفراح المطابع الأميرية,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الجيزه\حي%20امبابه\قاعه%20الجوهره,\محافظة%20الجيزه\حي%20امبابه\قاعه%20الجوهره,"https://www.google.com/maps/dir//%D8%A7%D9%84%D9%85%D8%B7%D8%A8%D8%B9%D8%A9%D8%8C+%D9%85%D8%AF%D9%8A%D9%86%D8%A9+%D8%A7%D9%84%D8%B9%D9%85%D8%A7%D9%84%D8%8C+%D8%A5%D9%85%D8%A8%D8%A7%D8%A8%D8%A9%D8%8C+%D8%A7%D9%84%D8%AC%D9%8A%D8%B2%D8%A9%D8%8C%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%AC%D9%8A%D8%B2%D8%A9%E2%80%AD/@30.0785002,31.2932623,12z/data=!4m8!4m7!1m0!1m5!1m1!1s0x145841928706c1fb:0x4efddfdf9bb3101b!2m2!1d31.2232221!2d30.0785188?entry=ttu&g_ep=EgoyMDI0MTAyMC4xIKXMDSoASAFQAw%3D%3D"
قاعه الجوهره,الجيزه,امبابه,011 42744995,https://www.facebook.com/mody.loza.44/,,C:\Users\al arab\Desktop\Wedding halls\محافظة الجيزه\حي امبابه\قاعه الجوهره,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الجيزه\حي%20اوسيم\قاعه%20افراح%20كيان,\محافظة%20الجيزه\حي%20اوسيم\قاعه%20افراح%20كيان,https://www.google.com/maps?sca_esv=945b0f90c133864c&lqi=CjzZgtin2LnYp9iqINin2YHYsdin2K0g2KfZhdio2KfYqNmHINmF2K3Yp9mB2LjYqSDYp9mE2KzZitiy2YdI75KPqOy4gIAIWkwQABABGAAYARgCGAMYBCI82YLYp9i52KfYqiDYp9mB2LHYp9itINin2YXYqNin2KjZhyDZhdit2KfZgdi42Kkg2KfZhNis2YrYstmHkgENd2VkZGluZ192ZW51ZaoBgAEQASoZIhXZgtin2LnYp9iqINin2YHYsdin2K0oNjIfEAEiG8T7ww7Vf0LTenq-uhnA1fjYPmCIuRKHN-UcxzJAEAIiPNmC2KfYudin2Kog2KfZgdix2KfYrSDYp9mF2KjYp9io2Ycg2YXYrdin2YHYuNipINin2YTYrNmK2LLZhw&phdesc=teEAFEYO3_c&vet=12ahUKEwiIz7ujq6SJAxV7VKQEHY1RCJgQ8UF6BAgFEFM..i&lei=ztUYZ4iwIfuokdUPjaOhwAk&cs=1&um=1&ie=UTF-8&fb=1&gl=eg&sa=X&geocode=KXO-j2eQQ1gUMZhL5x0RjMwM&daddr=3539%2BVWV%D8%8C+%D8%A5%D9%85%D8%AA%D8%AF%D8%A7%D8%AF+%D8%AC%D9%85%D8%A7%D9%84+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D9%86%D8%A7%D8%B5%D8%B1%D8%8C+%D8%A7%D9%84%D9%85%D8%B9%D8%AA%D9%85%D8%AF%D9%8A%D8%A9%D8%8C+%D8%A5%D9%85%D8%A8%D8%A7%D8%A8%D8%A9%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%AC%D9%8A%D8%B2%D8%A9+3731162
قاعه افراح كيان,الجيزه,اوسيم,011 18053820,https://www.facebook.com/p/%D9%83%D9%8A%D8%A7%D9%86-_-Kayan-100064939781658/?locale=ar_AR,,C:\Users\al arab\Desktop\Wedding halls\محافظة الجيزه\حي اوسيم\قاعه افراح كيان,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الجيزه\حي%20اوسيم\قاعة%20فايف%20ستار,\محافظة%20الجيزه\حي%20اوسيم\قاعة%20فايف%20ستار,"https://www.google.com/maps/dir//35FC%2B8PJ%D8%8C+%D8%AC%D9%85%D8%A7%D9%84+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D9%86%D8%A7%D8%B5%D8%B1%D8%8C+%D8%A7%D9%84%D8%A8%D8%B1%D8%A7%D8%AC%D9%8A%D9%84,+%D9%82%D8%B3%D9%85+%D8%A7%D9%88%D8%B3%D9%8A%D9%85%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%AC%D9%8A%D8%B2%D8%A9+3654836%E2%80%AD/@30.0733229,31.2417913,12z/data=!3m1!4b1!4m8!4m7!1m0!1m5!1m1!1s0x145841198ab8f6b7:0x112897554bd880ec!2m2!1d31.1717511!2d30.0733415?entry=ttu&g_ep=EgoyMDI0MTAyMC4xIKXMDSoASAFQAw%3D%3D"
قاعة فايف ستار,الجيزه,اوسيم,010 08085526,https://www.facebook.com/p/%D9%82%D8%A7%D8%B9%D8%A9-5-%D8%B3%D8%AA%D8%A7%D8%B1-5-Stars-100063689306681/,,C:\Users\al arab\Desktop\Wedding halls\محافظة الجيزه\حي اوسيم\قاعة فايف ستار,C:\Users\al%20arab\Desktop\Wedding%20halls\محافظة%20الجيزه\حي%20اوسيم\قاعة%20القصر%20الملكي,\محافظة%20الجيزه\حي%20اوسيم\قاعة%20القصر%20الملكي,https://www.google.com/maps?sca_esv=945b0f90c133864c&lqi=CjvZgtin2LnYp9iqINin2YHYsdin2K0g2KfZiNiz2YrZhSAg2YXYrdin2YHYuNipINin2YTYrNmK2LLZh0it7ZWh0auAgAhaShAAEAEYABgBGAIYAxgEIjrZgtin2LnYp9iqINin2YHYsdin2K0g2KfZiNiz2YrZhSDZhdit2KfZgdi42Kkg2KfZhNis2YrYstmHkgEMYmFucXVldF9oYWxsqgF-EAEqGSIV2YLYp9i52KfYqiDYp9mB2LHYp9itKDYyHxABIhvE_iOgi22_j1sLXROxSLOdUka4tII-QfoM6QgyPhACIjrZgtin2LnYp9iqINin2YHYsdin2K0g2KfZiNiz2YrZhSDZhdit2KfZgdi42Kkg2KfZhNis2YrYstmH&phdesc=dq_qYio_jO4&vet=12ahUKEwjD3dmxiaSJAxW2SKQEHZ5HEU4Q8UF6BAgFEFM..i&lei=RbIYZ4OnJLaRkdUPno_F8AQ&cs=1&um=1&ie=UTF-8&fb=1&gl=eg&sa=X&geocode=KdFYaANlQlgUMTy4GHb1bbso&daddr=44JM%2B8J5%D8%8C+%D9%85%D8%AF%D9%8A%D9%86%D8%A9+%D8%A3%D9%88%D8%B3%D9%8A%D9%85%D8%8C+%D9%85%D8%B1%D9%83%D8%B2+%D8%A3%D9%88%D8%B3%D9%8A%D9%85%D8%8C+%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9+%D8%A7%D9%84%D8%AC%D9%8A%D8%B2%D8%A9+3672342
